,min,max,mean,std,q25,q75
自估上行时延,26.49059510231018,1937.0208849310875,205.1299805528072,262.01957150125537,82.46156647801399,115.52929903566837
自估下行时延,26.51511162519455,1238.428634762764,225.6503541636675,278.8989247819736,82.48581756651402,195.121765807271
上下行均值,26.502853363752365,1587.7247598469257,215.39016735823736,270.45924814161447,82.473692022264,155.3255324214697
