,min,max,mean,std,q25,q75
自估上行时延,17.937178254127502,1185.6076737046242,152.69958950312662,210.23464594622695,80.30765196681023,95.59379315376282
自估下行时延,23.627339243888855,1168.8834081888199,114.59497890837117,168.77205141834742,73.03034418821335,89.13528783619404
上下行均值,20.78225874900818,1177.245540946722,133.6472842057489,189.5033486822872,76.66899807751179,92.36454049497843
