,min,max,mean,std,q25,q75
自估上行时延,50.914659678936005,166.10840833187103,86.61553311630072,8.137812032956635,82.58343525230885,88.21818515658379
自估下行时延,29.422923386096954,117.15934032201767,81.98377070200809,11.162553682812149,82.25224103033543,87.37172336876392
上下行均值,40.16879153251648,141.63387432694435,84.2996519091544,9.650182857884392,82.41783814132214,87.79495426267385
