,min,max,mean,std,q25,q75
自估上行时延,61.689111828804016,140.7637563943863,87.87262835174361,5.777203726624757,84.12431725859642,90.26699075102806
自估下行时延,41.60011023283005,122.36417412757874,86.99476363938923,5.070443996907969,84.71916419267654,89.13422502577305
上下行均值,51.64461103081703,131.5639652609825,87.43369599556642,5.423823861766363,84.42174072563648,89.70060788840055
