,min,max,mean,std,q25,q75
自估上行时延,51.11542081832886,166.69323456287384,87.59707507634702,8.49373672652622,83.15896555781364,90.20837907493114
自估下行时延,28.296102464199066,118.64795470237732,83.70474373879357,11.502237230807511,83.30283477902412,88.84597362577915
上下行均值,39.70576164126396,142.67059463262558,85.6509094075703,9.997986978666866,83.23090016841888,89.52717635035515
