,min,max,mean,std,q25,q75
自估上行时延,25.84333449602127,1280.6151570677757,268.9911309094085,308.76592703141824,83.50144052505493,382.3468323945999
自估下行时延,27.275854349136353,1261.1898622512817,204.47593517194375,230.84704543559587,84.35032397508621,233.83613747358322
上下行均值,26.55959442257881,1270.9025096595287,236.73353304067615,269.80648623350703,83.92588225007057,308.09148493409157
