,min,max,mean,std,q25,q75
自估上行时延,7.740888357162476,1537.50692653656,325.8979511832549,340.3957577862785,78.0750258564949,582.3120731115341
自估下行时延,30.844987511634827,1324.6157898902893,217.81422190395608,217.123853992368,88.75858102738857,288.48110634088516
上下行均值,19.29293793439865,1431.0613582134247,271.8560865436055,278.7598058893233,83.41680344194174,435.39658972620964
