,min,max,mean,std,q25,q75
自估上行时延,-36.28667634725571,2113.6204536557198,447.59758719592395,374.4679771629889,86.3362026810646,759.4474179446697
自估下行时延,-5.556057989597321,1442.5014988780022,369.8150718961761,299.9817410883527,138.39070704579353,527.4689185917377
上下行均值,-20.921367168426514,1778.060976266861,408.70632954605003,337.22485912567083,112.36345486342907,643.4581682682037
