,min,max,mean,std,q25,q75
自估上行时延,43.35573756694794,176.5704316496849,87.72739063696817,11.613954885771083,82.81771764159203,90.18100768327713
自估下行时延,28.04952824115753,134.4539374113083,78.92918145257488,15.963470430830197,66.53129142522812,88.67860725522041
上下行均值,35.702632904052734,155.5121845304966,83.32828604477152,13.78871265830064,74.67450453341007,89.42980746924877
