,min,max,mean,std,q25,q75
自估上行时延,-32.9811817407608,1265.6180315613747,367.5651682958819,352.8027443871095,80.19907787442207,652.557444602251
自估下行时延,-20.38314539194107,1366.041581273079,290.8658470828998,225.51631303629088,131.7205580174923,417.6139156669378
上下行均值,-26.682163566350937,1315.8298064172268,329.21550768939085,289.1595287117002,105.95981794595718,535.0856801345944
