自估上行时延,自估下行时延
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
79.62122237682343,84.24877762794495
83.1492331624031,86.59176683425903
82.86124569177628,96.99075430631638
89.2402531504631,86.98174685239792
84.32225215435028,87.9547478556633
84.85026288032532,85.00173711776733
84.97027564048767,88.02972435951233
80.90428978204727,86.3737102150917
84.02330470085144,86.84569531679153
82.49531602859497,86.31968396902084
84.13332939147949,87.58867061138153
83.51234292984009,86.13565707206726
83.81735652685165,86.88564348220825
88.9933717250824,85.39562827348709
86.77937948703766,89.05462050437927
83.86138141155243,89.15661859512329
83.6293905377388,84.94460946321487
82.86140251159668,86.15759748220444
82.25841546058655,89.2975845336914
89.32242441177368,87.54857558012009
83.53442716598511,86.15057283639908
82.58043873310089,85.99456125497818
84.88445109128952,86.87454891204834
81.70846474170685,88.25453525781631
88.49547588825226,88.22752410173416
83.11447840929031,84.97752159833908
85.32749044895172,88.85850954055786
84.22450429201126,86.57249569892883
83.36251813173294,86.98948186635971
88.77953231334686,87.27746766805649
87.1585384607315,88.63846153020859
82.77754181623459,86.85245817899704
85.56455385684967,85.49244612455368
86.33156669139862,85.8904333114624
82.59956908226013,89.95643091201782
88.47857731580734,85.52142268419266
83.67258048057556,90.47641950845718
82.97759175300598,86.94940823316574
81.57860374450684,87.1623962521553
83.95761752128601,86.76538246870041
82.66963011026382,87.9603698849678
84.36364299058914,86.60035699605942
80.46465694904327,89.75734305381775
92.32467085123062,86.47132915258408
88.27868354320526,89.25931644439697
88.13869732618332,86.36130267381668
93.46169513463974,89.13130486011505
83.7306814789772,88.34431850910187
83.05268985033035,87.44631016254425
81.54269564151764,86.27130436897278
82.07071089744568,90.04028910398483
94.44971692562103,89.40328305959702
85.14270788431168,90.02329212427139
82.2257187962532,85.16328120231628
82.73373258113861,87.5802674293518
80.96574765443802,88.14525234699249
94.99276167154312,87.08223831653595
82.35377508401871,87.59122490882874
82.13979148864746,89.89820849895477
84.49980521202087,87.14819478988647
88.71982848644257,88.26017153263092
94.52583062648773,97.06716936826706
81.84881323575974,89.63218677043915
82.85782587528229,89.86517411470413
84.050836622715,88.61516338586807
84.65285050868988,90.31014949083328
97.79085403680801,99.83914595842361
82.53982728719711,89.44117271900177
81.17784053087234,88.69215947389603
84.98385643959045,88.7751435637474
80.89886778593063,88.1371322274208
83.70488464832306,89.81511533260345
87.71289992332458,90.23210006952286
80.7579140663147,89.68608593940735
81.67493110895157,87.75206887722015
81.07194918394089,87.96505081653595
85.74696636199951,88.80803364515305
90.56997537612915,97.26302462816238
80.02396649122238,89.18003350496292
85.3839800953865,89.15301990509033
81.7439883351326,88.7560116648674
80.12300550937653,89.3949944972992
93.33601695299149,100.83098304271698
84.4000027179718,92.06299728155136
81.74200713634491,89.53599286079407
81.93502122163773,91.56497877836227
80.27803707122803,89.6479629278183
82.89705163240433,90.74994838237762
82.51706594228745,89.39093405008316
78.52508163452148,94.06691837310791
83.57109862565994,93.39190137386322
84.2831158041954,90.49388420581818
86.51513290405273,91.09686708450317
94.41214150190353,98.25485849380493
80.79111987352371,92.8198801279068
81.22612994909286,88.6448700428009
