自估上行时延,自估下行时延
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
86.25545907020569,77.72654092311859
520.4645285010338,72.60947149991989
929.6365768313408,47.99342316389084
103.19763445854187,1077.6723655462265
106.94370579719543,91.50029420852661
271.80076134204865,91.3472386598587
697.3428201079369,949.69417989254
1121.3298782110214,974.5581218004227
100.22393888235092,86.57106113433838
1149.7849947810173,66.84400522708893
485.9210596084595,925.8389403820038
888.0371215939522,963.7588784098625
483.7092007994652,98.67979919910431
890.4552960395813,44.877703964710236
761.3123680353165,400.1316319704056
101.65144068002701,85.5525593161583
245.3244943022728,60.06550568342209
678.792550265789,42.20744973421097
945.9636065363884,93.73939347267151
101.87767153978348,1087.6783284544945
108.80773484706879,92.13626515865326
276.42478823661804,90.29721176624298
736.5968524217606,45.51414757966995
1154.6579228043556,89.37907719612122
104.64497631788254,91.44802367687225
76.87302899360657,92.55397099256516
506.34108328819275,79.78891670703888
912.4761402010918,91.09785979986191
112.445197224617,1047.3698027729988
103.33926296234131,87.17973703145981
277.233315885067,76.6556841135025
709.0533720850945,91.96462792158127
1139.5034314393997,89.73756855726242
101.00848573446274,90.21351426839828
62.95853644609451,90.57846355438232
503.7606056332588,76.2583943605423
920.8396641612053,930.4743358492851
104.97472715377808,1043.1732728481293
925.720782160759,701.8342178463936
275.76283872127533,899.9401612877846
683.7878971099854,926.8241028785706
287.2189586162567,95.68904137611389
702.0210209488869,52.07297903299332
1130.2300758361816,68.56692415475845
102.60513776540756,1122.9128622412682
104.64819186925888,91.1298081278801
473.13424348831177,92.25475651025772
757.1223078966141,44.507692098617554
617.7943680882454,398.6876319050789
104.87241542339325,91.978584587574
116.84147268533707,92.38052731752396
535.846529006958,92.59747099876404
962.6675853133202,92.87041467428207
120.78363907337189,1095.8273609280586
104.12268805503845,89.47031193971634
334.6837461590767,81.612253844738
736.984812438488,45.55218756198883
1149.8428846001625,63.69411540031433
104.44095396995544,87.55904603004456
522.6550685763359,92.17793142795563
926.0311304926872,54.3948695063591
109.68420648574829,1058.5937935113907
105.15227609872818,93.9217239022255
276.17733228206635,91.35966771841049
685.7563889026642,955.5956110954285
1113.1884491443634,968.5535508394241
100.37853091955185,93.54746907949448
1142.9025809764862,40.11641901731491
473.5006345510483,937.7963654398918
887.375683426857,972.4763165712357
482.0487429499626,42.619257032871246
909.8127985596657,50.39120143651962
256.0968471169472,928.6071528792381
99.26790136098862,85.30609863996506
266.32894986867905,33.634050130844116
693.5380036234856,41.738996386528015
988.377060353756,63.45693963766098
104.75312930345535,1142.172870695591
54.88818311691284,64.72281688451767
388.949238717556,62.03276127576828
760.1213026046753,44.82369738817215
61.75639772415161,913.4846022725105
102.13249897956848,86.53450101613998
89.87854689359665,91.36245310306549
539.2906014323235,40.745398581027985
938.2966542840004,47.55634570121765
102.2087013721466,1088.0132986307144
100.19576525688171,90.19223475456238
285.7578158378601,36.53918415307999
714.7628719210625,42.73812806606293
1145.3799150586128,972.7690849304199
103.16197836399078,89.00402164459229
63.53803110122681,92.90696889162064
517.173100233078,926.4008997678757
918.9931573271751,964.9318426847458
