自估上行时延,自估下行时延
68.11309462785721,109.66490536928177
61.81208348274231,113.57691651582718
60.93706518411636,115.56393480300903
58.74604541063309,112.84595459699631
61.92602580785751,112.46197420358658
59.21800595521927,112.17099404335022
64.7489846944809,113.65801531076431
59.85496377944946,111.64503622055054
58.64694273471832,112.35405725240707
58.93791949748993,110.396080493927
165.8768976330757,113.1421023607254
607.2978753447533,76.10912466049194
98.92185235023499,112.22514766454697
544.6018260717392,70.58317393064499
999.1347984671593,89.92120152711868
87.27678686380386,1090.2962131500244
56.30981856584549,114.61618143320084
56.41479671001434,110.99120330810547
57.46577513217926,110.86722487211227
61.79375445842743,112.79824554920197
58.011734545230865,108.61826545000076
56.69071316719055,109.01228684186935
62.09368896484375,116.68431103229523
55.51467055082321,111.37432944774628
56.67664957046509,110.65735042095184
55.33762991428375,109.1063700914383
55.1846079826355,111.68539202213287
60.95758646726608,113.67241352796555
60.26656365394592,114.47443634271622
60.68754118680954,114.86845880746841
57.46051633358002,115.72448366880417
54.21449035406113,111.04450964927673
58.524468183517456,110.47553181648254
61.38945162296295,109.72154837846756
58.495426416397095,113.44857358932495
55.89740127325058,110.47259873151779
59.18937939405441,115.7176206111908
59.0543594956398,114.20464050769806
133.06733816862106,117.63566184043884
576.1733158230782,79.71568417549133
1022.8172983527184,95.22070163488388
55.7182782292366,127.89272177219391
939.9922650456429,94.58273494243622
55.3202423453331,1087.920757651329
54.44421523809433,108.12978476285934
54.347189009189606,110.39381098747253
55.39816212654114,112.95483785867691
55.30013459920883,111.34786540269852
62.16510909795761,113.31689089536667
58.14109122753143,109.32190877199173
55.13606637716293,112.14193361997604
53.44603896141052,110.0719610452652
59.33001673221588,114.13398325443268
66.19499742984772,112.00900256633759
63.392975986003876,118.58802402019501
56.27695381641388,111.44504618644714
60.58693265914917,109.91306734085083
56.17491441965103,110.91808557510376
57.13189125061035,111.57110875844955
61.682869493961334,115.70613050460815
58.251848101615906,111.50815188884735
58.19182300567627,112.77217698097229
55.68679982423782,112.88720017671585
60.19877588748932,115.80022412538528
62.971754133701324,115.32424587011337
55.911736249923706,109.27326375246048
171.79571360349655,111.64928638935089
613.2716925144196,80.52430748939514
1069.173670887947,99.71432912349701
56.22465020418167,109.81234979629517
61.97862511873245,117.09537488222122
62.195603251457214,654.9703967571259
55.95057946443558,106.6244205236435
54.98155629634857,106.12844371795654
57.60553240776062,111.13446760177612
55.28651165962219,108.47248834371567
57.61449033021927,107.58950966596603
98.03547030687332,109.42752969264984
55.41944748163223,110.48755252361298
56.7664253115654,112.60457468032837
61.057404935359955,111.33159506320953
55.86738669872284,108.96661329269409
56.75036549568176,112.11863452196121
56.78234642744064,110.7536535859108
69.16733115911484,122.1666688323021
56.29133886098862,111.46866112947464
66.67531687021255,119.12068313360214
57.98529535531998,114.94170463085175
56.535271883010864,111.39072811603546
62.19625008106232,113.69274991750717
58.358227610588074,117.40077239274979
68.1492046713829,117.90579533576965
59.05218172073364,115.31881827116013
59.41715919971466,115.15684080123901
216.41213405132294,116.14386594295502
607.2221121191978,74.2228878736496
1068.9390897750854,94.4129102230072
56.37807214260101,111.99192786216736
56.20704734325409,110.03395265340805
55.701027274131775,108.59497272968292
61.233004570007324,116.24899542331696
57.35799139738083,110.71700859069824
61.29797023534775,116.03602975606918
