自估上行时延,自估下行时延
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
70.35040068626404,50.148599326610565
535.9138658642769,67.53113412857056
86.49542409181595,107.96757590770721
416.429888010025,107.68111199140549
795.1425047516823,67.69149523973465
642.187185049057,368.96181493997574
86.80571246147156,103.62028753757477
82.77619063854218,98.96480935811996
90.04267054796219,102.75232946872711
87.01514887809753,101.67185109853745
87.92962539196014,100.62637460231781
88.80711841583252,106.32188159227371
91.64859652519226,105.14740347862244
89.39708441495895,104.10291558504105
91.589570581913,103.2064294219017
84.24606704711914,98.9939329624176
189.10556411743164,104.24543589353561
563.8172495961189,99.3117504119873
947.4917977452278,77.3222022652626
90.00040763616562,1064.3145923614502
84.17489582300186,98.25110417604446
94.2193952202797,103.94760477542877
90.44989401102066,102.12410598993301
116.19739520549774,83.44960480928421
110.0208837389946,101.1831162571907
89.38037312030792,103.52662688493729
90.8698770403862,101.00112295150757
86.39639776945114,104.43760222196579
94.97787696123123,109.26212304830551
93.00436741113663,106.01463258266449
320.641864836216,76.19113516807556
81.9094290137291,98.60957098007202
193.24993807077408,82.76806193590164
563.5916057229042,96.68639427423477
951.6551545858383,98.1598454117775
92.45972204208374,1088.2072779536247
84.74421614408493,99.01478385925293
88.84470027685165,103.46929973363876
86.39016741514206,101.53583258390427
86.67565083503723,99.73234915733337
143.8871386051178,74.94586139917374
87.26561051607132,103.80838948488235
93.77308750152588,107.44891250133514
87.13360112905502,106.12639886140823
95.36308145523071,107.93391853570938
99.33356630802155,101.83343368768692
371.9530894756317,85.91791051626205
737.8307257890701,104.13127422332764
1120.7463827133179,107.58661729097366
87.0139279961586,104.93107199668884
89.40942126512527,105.10857874155045
91.41792267560959,105.7670773267746
83.72140508890152,99.55559492111206
113.8778932094574,101.38110679388046
88.55238282680511,101.66961717605591
83.02390789985657,100.90209209918976
89.6424075961113,100.3575924038887
92.74290019273758,105.18309980630875
89.30640041828156,106.26859956979752
41.980956733226776,86.31504327058792
468.67441576719284,107.17858421802521
90.99593514204025,103.30006486177444
380.76344126462936,103.55155873298645
743.1230965852737,62.783903419971466
1123.4827581644058,76.75724184513092
83.97229135036469,102.08370864391327
83.38775897026062,102.09324103593826
96.09924054145813,105.88275945186615
87.06972378492355,103.33727622032166
88.17020094394684,103.73679906129837
87.6226823925972,102.2653176188469
87.72316986322403,106.31383013725281
87.50866037607193,101.99133962392807
88.84914714097977,105.42785286903381
92.950632750988,111.36436724662781
107.05014711618423,105.61585289239883
525.9106617569923,104.79333823919296
910.7142900824547,59.15570992231369
95.29582244157791,1046.7591775655746
85.61930644512177,109.47369354963303
93.20079523324966,106.28020477294922
88.04230439662933,105.90169560909271
88.19878178834915,107.63521820306778
89.3172641992569,106.49773579835892
87.65874654054642,107.11925345659256
94.38824397325516,105.81575602293015
85.2297306060791,102.19626939296722
88.66322755813599,102.28077244758606
94.65272462368011,100.56927537918091
319.4562148451805,102.89478516578674
91.14979481697083,108.79420518875122
187.15731531381607,105.24968469142914
581.5728239417076,105.22317606210709
975.1544863581657,70.99351364374161
85.81095987558365,1140.9480401277542
80.37443047761917,103.25556951761246
94.52991080284119,107.98908919095993
